date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:22:34	15859/15859	---M--	200	added ('OK')	application/javascript	date:Thu,%2025%20Feb%202021%2011:54:50%20GMT	http://saintluxfrenchbulldogpups.com/assets/js/site-custom.js	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/js/site-custom.js	(from http://saintluxfrenchbulldogpups.com/french-bulldog.html)
09:22:54	321948/321948	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20Feb%202021%2004:40:48%20GMT	http://saintluxfrenchbulldogpups.com/assets/js/theme-plugins.min.js	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/js/theme-plugins.min.js	(from http://saintluxfrenchbulldogpups.com/french-bulldog.html)
09:23:10	198/198	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2013%20Feb%202021%2004:40:28%20GMT	http://saintluxfrenchbulldogpups.com/assets/images/download.svg	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/images/download.svg	(from http://saintluxfrenchbulldogpups.com/assets/css/style.css)
09:23:25	6206/6206	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Feb%202021%2004:40:22%20GMT	http://saintluxfrenchbulldogpups.com/assets/images/blue-snow.png	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/images/blue-snow.png	(from http://saintluxfrenchbulldogpups.com/assets/css/style.css)
09:23:32	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Apr%202022%2019:13:55%20GMT	http://saintluxfrenchbulldogpups.com/assets/images/bg-testimonial.jpg	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/images/bg-testimonial.21.delayed	(from http://saintluxfrenchbulldogpups.com/assets/css/style.css)
09:23:54	537868/537868	---M--	200	added ('OK')	font/woff2	date:Sat,%2013%20Feb%202021%2004:41:14%20GMT	http://saintluxfrenchbulldogpups.com/assets/css/fonts/icofont.woff2	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/css/fonts/icofont.woff2	(from http://saintluxfrenchbulldogpups.com/assets/css/theme-plugins.min.css)
09:24:03	161168/161168	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Feb%202021%2004:40:24%20GMT	http://saintluxfrenchbulldogpups.com/assets/images/callout_bg.jpg	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/images/callout_bg.jpg	(from http://saintluxfrenchbulldogpups.com/assets/css/style.css)
09:24:17	645604/645604	---M--	200	added ('OK')	font/woff	date:Sat,%2013%20Feb%202021%2004:41:12%20GMT	http://saintluxfrenchbulldogpups.com/assets/css/fonts/icofont.woff	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/css/fonts/icofont.woff	(from http://saintluxfrenchbulldogpups.com/assets/css/theme-plugins.min.css)
09:24:27	651/651	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2013%20Feb%202021%2004:40:22%20GMT	http://saintluxfrenchbulldogpups.com/assets/images/bg-wave.svg	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/images/bg-wave.svg	(from http://saintluxfrenchbulldogpups.com/assets/css/style.css)
09:25:04	7184/7184	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Feb%202021%2004:40:40%20GMT	http://saintluxfrenchbulldogpups.com/assets/images/map-bg.png	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/images/map-bg.png	(from http://saintluxfrenchbulldogpups.com/assets/css/style.css)
09:25:40	2713358/2713358	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20May%202022%2018:17:27%20GMT	http://saintluxfrenchbulldogpups.com/assets/banner3.jpg	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/banner3.jpg	(from http://saintluxfrenchbulldogpups.com/french-bulldog.html)
09:25:55	1282160/1282160	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20May%202022%2018:17:32%20GMT	http://saintluxfrenchbulldogpups.com/assets/img4.jpg	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/img4.jpg	(from http://saintluxfrenchbulldogpups.com/assets/css/style.css)
09:26:25	2900/2900	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Feb%202021%2004:40:36%20GMT	http://saintluxfrenchbulldogpups.com/assets/images/h5_wave_up.png	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/images/h5_wave_up.png	(from http://saintluxfrenchbulldogpups.com/assets/css/style.css)
09:27:42	3288/3288	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Feb%202021%2004:40:34%20GMT	http://saintluxfrenchbulldogpups.com/assets/images/h5_wave_down.png	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/images/h5_wave_down.png	(from http://saintluxfrenchbulldogpups.com/assets/css/style.css)
09:28:44	9735/9735	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Feb%202021%2004:40:48%20GMT	http://saintluxfrenchbulldogpups.com/assets/images/World-Map-PNG-Picture.png	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/images/World-Map-PNG-Picture.png	(from http://saintluxfrenchbulldogpups.com/assets/css/style.css)
09:31:05	23208/23208	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2013%20Feb%202021%2004:41:16%20GMT	http://saintluxfrenchbulldogpups.com/assets/css/fonts/icomoonfd63.eot?3d5ofa	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/css/fonts/icomoonfd63fd63.eot	(from http://saintluxfrenchbulldogpups.com/assets/css/style.css)
09:31:43	23044/23044	---M--	200	added ('OK')	font/ttf	date:Sat,%2013%20Feb%202021%2004:41:18%20GMT	http://saintluxfrenchbulldogpups.com/assets/css/fonts/icomoonfd63.ttf?3d5ofa	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/css/fonts/icomoonfd63fd63.ttf	(from http://saintluxfrenchbulldogpups.com/assets/css/style.css)
09:31:54	23120/23120	---M--	200	added ('OK')	font/woff	date:Sat,%2013%20Feb%202021%2004:41:18%20GMT	http://saintluxfrenchbulldogpups.com/assets/css/fonts/icomoonfd63.woff?3d5ofa	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/css/fonts/icomoonfd63fd63.woff	(from http://saintluxfrenchbulldogpups.com/assets/css/style.css)
09:31:59	104846/104846	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2013%20Feb%202021%2004:41:16%20GMT	http://saintluxfrenchbulldogpups.com/assets/css/fonts/icomoonfd63.svg?3d5ofa	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/css/fonts/icomoonfd63fd63.svg	(from http://saintluxfrenchbulldogpups.com/assets/css/style.css)
09:32:00	1588751/1588751	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20May%202022%2018:17:51%20GMT	http://saintluxfrenchbulldogpups.com/assets/banner1.jpg	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/banner1.jpg	(from http://saintluxfrenchbulldogpups.com/assets/css/style.css)
09:32:02	7977/7977	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Feb%202021%2004:40:26%20GMT	http://saintluxfrenchbulldogpups.com/assets/images/curve_bg_top.png	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/images/curve_bg_top.png	(from http://saintluxfrenchbulldogpups.com/assets/css/style.css)
09:32:15	7944/7944	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Feb%202021%2004:40:26%20GMT	http://saintluxfrenchbulldogpups.com/assets/images/curve_bg_bot.png	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/images/curve_bg_bot.png	(from http://saintluxfrenchbulldogpups.com/assets/css/style.css)
09:32:31	1576310/1576310	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20May%202022%2018:17:59%20GMT	http://saintluxfrenchbulldogpups.com/assets/banner2.jpg	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/banner2.jpg	(from http://saintluxfrenchbulldogpups.com/assets/css/style.css)
09:32:42	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Apr%202022%2019:13:55%20GMT	http://saintluxfrenchbulldogpups.com/assets/images/healthcare_tips_bg.jpg	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/images/healthcare_tips_bg.31.delayed	(from http://saintluxfrenchbulldogpups.com/assets/css/style.css)
09:33:06	36445/36445	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Feb%202021%2004:40:44%20GMT	http://saintluxfrenchbulldogpups.com/assets/images/sidebar_pet.png	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/images/sidebar_pet.png	(from http://saintluxfrenchbulldogpups.com/assets/css/style.css)
09:33:20	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Apr%202022%2019:13:55%20GMT	http://saintluxfrenchbulldogpups.com/assets/images/care_your_pet.jpg	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/images/care_your_pet.33.delayed	(from http://saintluxfrenchbulldogpups.com/assets/css/style.css)
09:34:00	8917/8917	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Feb%202021%2004:40:44%20GMT	http://saintluxfrenchbulldogpups.com/assets/images/subscribe_curve.png	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/images/subscribe_curve.png	(from http://saintluxfrenchbulldogpups.com/assets/css/style.css)
09:34:23	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Apr%202022%2019:13:55%20GMT	http://saintluxfrenchbulldogpups.com/assets/images/home_classic_services.jpg	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/images/home_classic_services.35.delayed	(from http://saintluxfrenchbulldogpups.com/assets/css/style.css)
09:34:40	140793/140793	---M--	200	added ('OK')	text/css	date:Sat,%2013%20Feb%202021%2004:42:00%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/css/layers.css	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/css/layers.css	(from http://saintluxfrenchbulldogpups.com/index.html)
09:35:15	59576/59576	---M--	200	added ('OK')	text/css	date:Sat,%2013%20Feb%202021%2004:42:00%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/css/navigation.css	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/css/navigation.css	(from http://saintluxfrenchbulldogpups.com/index.html)
09:35:22	30082/30082	---M--	200	added ('OK')	text/css	date:Sat,%2013%20Feb%202021%2004:42:02%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/css/settings.css	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/css/settings.css	(from http://saintluxfrenchbulldogpups.com/index.html)
09:35:29	9762/9762	---M--	200	added ('OK')	text/css	date:Sat,%2013%20Feb%202021%2004:48:32%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/fonts/pe-icon-7-stroke/css/pe-icon-7-stroke.css	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/fonts/pe-icon-7-stroke/css/pe-icon-7-stroke.css	(from http://saintluxfrenchbulldogpups.com/index.html)
09:35:46	41576/41576	---M--	200	added ('OK')	text/css	date:Sat,%2013%20Feb%202021%2004:48:24%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/fonts/font-awesome/css/font-awesome.css	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/fonts/font-awesome/css/font-awesome.css	(from http://saintluxfrenchbulldogpups.com/index.html)
09:36:23	3001/3001	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2013%20Feb%202021%2004:40:30%20GMT	http://saintluxfrenchbulldogpups.com/assets/images/free-shipping.svg	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/images/free-shipping.svg	(from http://saintluxfrenchbulldogpups.com/index.html)
09:36:44	5243/5243	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2013%20Feb%202021%2004:40:42%20GMT	http://saintluxfrenchbulldogpups.com/assets/images/money-back.svg	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/images/money-back.svg	(from http://saintluxfrenchbulldogpups.com/index.html)
09:37:01	3198/3198	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2013%20Feb%202021%2004:40:44%20GMT	http://saintluxfrenchbulldogpups.com/assets/images/support-online.svg	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/images/support-online.svg	(from http://saintluxfrenchbulldogpups.com/index.html)
09:37:03	1158800/1158800	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20May%202022%2018:18:09%20GMT	http://saintluxfrenchbulldogpups.com/assets/img1.jpg	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/img1.jpg	(from http://saintluxfrenchbulldogpups.com/index.html)
09:37:12	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Apr%202022%2019:13:55%20GMT	http://saintluxfrenchbulldogpups.com/assets/images/counter_bg.jpg	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/images/counter_bg.3f.delayed	(from http://saintluxfrenchbulldogpups.com/index.html)
09:37:16	37514/37514	---M--	200	added ('OK')	image/jpeg	etag:%223f7809cc3855779b821ebeff3eb0ab7f%22	https://res.cloudinary.com/mailerman/image/upload/v1620080693/master/img_gallery1_t5asfh.jpg	C:/Mes%20Sites%20Web/Site_chien_1/res.cloudinary.com/mailerman/image/upload/v1620080693/master/img_gallery1_t5asfh.jpg	(from http://saintluxfrenchbulldogpups.com/index.html)
09:37:27	136454/136454	---M--	200	added ('OK')	image/jpeg	etag:%224c253597e18d9232740ecac46b5a4e9e%22	https://res.cloudinary.com/mailerman/image/upload/v1620080539/master/14_edyrv6.jpg	C:/Mes%20Sites%20Web/Site_chien_1/res.cloudinary.com/mailerman/image/upload/v1620080539/master/14_edyrv6.jpg	(from http://saintluxfrenchbulldogpups.com/index.html)
09:37:30	220123/220123	---M--	200	added ('OK')	image/jpeg	etag:%2284e09da1cd3875b5b5a3d9dc37a04dd3%22	https://res.cloudinary.com/mailerman/image/upload/v1620080540/master/12_zjt9dg.jpg	C:/Mes%20Sites%20Web/Site_chien_1/res.cloudinary.com/mailerman/image/upload/v1620080540/master/12_zjt9dg.jpg	(from http://saintluxfrenchbulldogpups.com/index.html)
09:37:31	409340/409340	---M--	200	added ('OK')	image/jpeg	etag:%223d0ae21416ba39e28ecdb4825b37130a%22	https://res.cloudinary.com/mailerman/image/upload/v1620080539/master/13_ftn6o1.jpg	C:/Mes%20Sites%20Web/Site_chien_1/res.cloudinary.com/mailerman/image/upload/v1620080539/master/13_ftn6o1.jpg	(from http://saintluxfrenchbulldogpups.com/index.html)
09:37:31	3437301/3437301	---M--	200	added ('OK')	image/jpeg	etag:%22c721732536ae7cd38a341cbd804d8ab6%22	https://res.cloudinary.com/mailerman/image/upload/v1620077109/master/pexels-cottonbro-6551713_w5ufca.jpg	C:/Mes%20Sites%20Web/Site_chien_1/res.cloudinary.com/mailerman/image/upload/v1620077109/master/pexels-cottonbro-6551713_w5ufca.jpg	(from http://saintluxfrenchbulldogpups.com/index.html)
09:37:56	159051/159051	---M--	200	added ('OK')	image/jpeg	etag:%223694c95b2ea4c128027e50ef79425e04%22	https://res.cloudinary.com/mailerman/image/upload/v1620080539/master/10_fjlhzr.jpg	C:/Mes%20Sites%20Web/Site_chien_1/res.cloudinary.com/mailerman/image/upload/v1620080539/master/10_fjlhzr.jpg	(from http://saintluxfrenchbulldogpups.com/index.html)
09:38:32	110419/110419	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20Feb%202021%2004:42:08%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/js/jquery.themepunch.tools.min.js	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/js/jquery.themepunch.tools.min.js	(from http://saintluxfrenchbulldogpups.com/index.html)
09:38:37	64989/64989	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20Feb%202021%2004:42:08%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/js/jquery.themepunch.revolution.min.js	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/js/jquery.themepunch.revolution.min.js	(from http://saintluxfrenchbulldogpups.com/index.html)
09:38:50	8324/8324	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20Feb%202021%2004:42:40%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/js/extensions/revolution.extension.actions.min.js	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/js/extensions/revolution.extension.actions.min.js	(from http://saintluxfrenchbulldogpups.com/index.html)
09:39:12	7601/7601	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20Feb%202021%2004:42:40%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/js/extensions/revolution.extension.carousel.min.js	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/js/extensions/revolution.extension.carousel.min.js	(from http://saintluxfrenchbulldogpups.com/index.html)
09:39:14	1559600/1559600	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20May%202022%2018:17:45%20GMT	http://saintluxfrenchbulldogpups.com/assets/img3.jpg	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/img3.jpg	(from http://saintluxfrenchbulldogpups.com/index.html)
09:39:32	3750/3750	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20Feb%202021%2004:42:40%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/js/extensions/revolution.extension.kenburn.min.js	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/js/extensions/revolution.extension.kenburn.min.js	(from http://saintluxfrenchbulldogpups.com/index.html)
09:39:52	55805/55805	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20Feb%202021%2004:42:40%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/js/extensions/revolution.extension.layeranimation.min.js	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/js/extensions/revolution.extension.layeranimation.min.js	(from http://saintluxfrenchbulldogpups.com/index.html)
